"","x"
"5933",8.84
"5934",8.95
"5935",9.04
"5936",9.04
"5937",9.04
"5938",10.32
"5939",9.04
"5940",10.32
"5941",9.13
"5942",9.04
"5943",9.04
"5944",9.13
"5945",9.13
"5946",9.13
"5947",9.13
"5948",10.41
"5949",9.13
"5950",9.13
"5951",9.13
"5952",9.13
"5953",9.13
"5954",9.13
"5955",10.41
"5956",10.41
"5957",10.41
"5958",10.41
"5959",10.41
"5960",10.41
"5961",11.88
"5962",10.41
"5963",10.41
"5964",10.41
"5965",10.5
"5966",10.5
"5967",10.5
"5968",10.5
"5969",10.41
"5970",10.41
"5971",10.41
"5972",10.41
"5973",10.41
"5974",10.41
"5975",10.41
"5976",10.41
"5977",10.32
"5978",10.32
"5979",10.32
"5980",10.32
"5981",10.32
"5982",10.01
"5983",10.01
"5984",8.73
"5985",8.73
"5986",8.68
"5987",8.68
"5988",8.68
"5989",8.68
"5990",8.63
"5991",8.63
"5992",9.96
"5993",9.96
"5994",10.01
"5995",10.06
"5996",10.06
"5997",10.06
"5998",10.12
"5999",10.12
"6000",10.06
"6001",10.06
"6002",8.73
"6003",8.73
"6004",8.73
"6005",8.68
"6006",8.68
"6007",8.68
"6008",8.68
"6009",9.96
"6010",9.96
"6011",9.96
"6012",9.9
"6013",9.96
"6014",9.9
"6015",9.9
"6016",9.9
"6017",9.9
"6018",9.9
"6019",9.9
"6020",9.9
"6021",9.9
"6022",9.96
"6023",9.96
"6024",9.96
"6025",9.96
"6026",9.96
"6027",9.96
"6028",9.96
"6029",9.96
"6030",9.96
"6031",9.96
"6032",9.96
"6033",9.96
"6034",9.96
"6035",9.96
"6036",9.96
"6037",9.96
"6038",9.95
"6039",9.95
"6040",9.95
"6041",9.95
"6042",9.95
"6043",9.95
"6044",9.95
"6045",9.95
"6046",9.95
"6047",9.95
"6048",8.67
"6049",8.67
"6050",8.67
"6051",9.95
"6052",9.95
"6053",9.95
"6054",9.95
"6055",9.95
"6056",9.95
"6057",11.42
"6058",9.95
"6059",9.9
"6060",9.9
"6061",11.37
"6062",11.37
"6063",11.37
"6064",9.9
"6065",11.37
"6066",9.85
"6067",11.32
"6068",9.85
"6069",9.8
"6070",9.8
"6071",9.8
"6072",9.8
"6073",9.8
"6074",9.8
"6075",9.8
"6076",9.8
"6077",9.75
"6078",9.75
"6079",9.75
"6080",9.7
"6081",9.7
"6082",8.42
"6083",8.42
"6084",8.42
"6085",8.42
"6086",8.42
"6087",8.42
"6088",7.3
"6089",8.42
"6090",7.3
"6091",7.25
"6092",7.25
"6093",7.2
"6094",7.11
"6095",7.06
"6096",7.06
"6097",7.06
"6098",8.23
"6099",8.28
"6100",8.32
"6101",8.32
"6102",8.37
"6103",8.37
"6104",8.37
"6105",8.37
"6106",8.37
"6107",8.37
"6108",8.37
"6109",8.37
"6110",8.42
"6111",8.42
"6112",8.42
"6113",8.42
"6114",9.7
"6115",8.42
"6116",8.42
"6117",8.42
"6118",8.42
"6119",8.42
"6120",8.42
"6121",8.42
"6122",8.37
"6123",8.42
"6124",9.7
"6125",9.7
"6126",9.75
"6127",9.75
"6128",9.75
"6129",9.75
"6130",9.75
"6131",9.75
"6132",9.8
"6133",9.8
"6134",9.8
"6135",9.8
"6136",9.8
"6137",9.8
"6138",9.85
"6139",9.85
"6140",9.85
"6141",9.85
"6142",9.85
"6143",9.85
"6144",9.85
"6145",9.85
"6146",9.85
"6147",9.9
"6148",8.62
"6149",8.62
"6150",8.62
"6151",8.62
"6152",8.62
"6153",8.62
"6154",8.62
"6155",8.62
"6156",8.62
"6157",8.62
"6158",8.62
"6159",8.62
"6160",8.62
"6161",9.84
"6162",9.9
"6163",8.62
"6164",7.5
"6165",8.56
"6166",8.56
"6167",8.56
"6168",8.56
"6169",8.56
"6170",8.51
"6171",8.51
"6172",8.51
"6173",9.79
"6174",8.46
"6175",8.46
"6176",8.46
"6177",8.41
"6178",8.41
"6179",7.29
"6180",8.41
"6181",7.25
"6182",8.37
"6183",8.37
"6184",7.25
"6185",7.25
"6186",8.32
"6187",8.32
"6188",8.32
"6189",8.32
"6190",8.32
"6191",8.32
"6192",8.32
"6193",8.32
"6194",8.32
"6195",8.32
"6196",8.32
"6197",8.32
"6198",8.32
"6199",8.32
"6200",8.32
"6201",8.32
"6202",8.32
"6203",8.27
"6204",8.22
"6205",8.18
"6206",8.18
"6207",9.46
"6208",9.5
"6209",9.55
"6210",9.55
"6211",9.6
"6212",9.6
"6213",9.64
"6214",9.69
"6215",8.46
"6216",8.51
"6217",9.74
"6218",9.74
"6219",9.74
"6220",9.74
"6221",9.69
"6222",9.74
"6223",9.74
"6224",9.69
"6225",9.69
"6226",9.74
"6227",9.74
"6228",9.74
"6229",9.74
"6230",9.69
"6231",9.64
"6232",9.64
"6233",9.64
"6234",9.64
"6235",9.64
"6236",9.69
"6237",9.69
"6238",9.69
"6239",9.69
"6240",9.74
"6241",9.74
"6242",8.46
"6243",8.46
"6244",8.46
"6245",9.74
"6246",9.74
"6247",9.74
"6248",9.74
"6249",9.74
"6250",9.74
"6251",9.79
"6252",9.79
"6253",9.79
"6254",9.79
"6255",9.74
"6256",9.74
"6257",9.74
"6258",11.21
"6259",9.74
"6260",11.21
"6261",9.74
"6262",9.74
"6263",9.74
"6264",8.46
"6265",9.74
"6266",9.74
"6267",8.46
"6268",8.46
"6269",8.46
"6270",8.46
"6271",11.26
"6272",8.61
"6273",8.56
"6274",8.56
"6275",8.51
"6276",8.46
"6277",8.46
"6278",8.41
"6279",8.41
"6280",8.41
"6281",8.36
"6282",8.36
"6283",8.36
"6284",9.64
"6285",9.64
"6286",9.59
"6287",9.59
"6288",9.59
"6289",9.59
"6290",9.59
"6291",9.59
"6292",9.59
"6293",9.59
"6294",8.31
"6295",9.59
"6296",8.31
"6297",8.31
"6298",8.31
"6299",8.36
"6300",8.31
"6301",8.31
"6302",8.31
"6303",8.36
"6304",9.64
"6305",9.64
"6306",9.64
"6307",9.64
"6308",9.64
"6309",9.64
"6310",9.64
"6311",9.64
"6312",9.64
"6313",9.69
"6314",9.74
"6315",9.74
"6316",9.74
"6317",9.74
"6318",11.25
"6319",9.78
"6320",9.84
"6321",9.83
"6322",9.83
"6323",9.83
"6324",8.5
"6325",8.5
"6326",8.55
"6327",8.5
"6328",8.55
"6329",9.83
"6330",8.55
"6331",9.83
"6332",9.83
"6333",9.83
"6334",9.83
"6335",8.55
"6336",7.43
"6337",8.55
"6338",8.55
"6339",8.55
"6340",8.55
"6341",8.55
"6342",8.55
"6343",9.83
"6344",9.83
"6345",9.83
"6346",8.55
"6347",8.55
"6348",8.55
"6349",8.55
"6350",9.83
"6351",9.83
"6352",9.83
"6353",9.83
"6354",9.83
"6355",8.55
"6356",8.55
"6357",8.5
"6358",8.5
"6359",8.5
"6360",8.5
"6361",8.45
"6362",7.33
"6363",7.33
"6364",7.33
"6365",7.28
"6366",7.28
"6367",7.28
"6368",7.28
"6369",6.27
"6370",7.24
"6371",7.24
"6372",6.22
"6373",7.19
"6374",6.22
"6375",6.17
"6376",6.13
"6377",6.08
"6378",6.04
"6379",6.04
"6380",6.08
"6381",6.08
"6382",7.05
"6383",7.05
"6384",7.05
"6385",7.09
"6386",7.09
"6387",7.09
"6388",6.12
"6389",6.12
"6390",6.12
"6391",6.12
"6392",6.12
"6393",6.12
"6394",6.12
"6395",6.12
"6396",6.12
"6397",6.12
"6398",6.12
"6399",6.12
"6400",6.12
"6401",6.12
"6402",6.17
"6403",6.17
"6404",6.17
"6405",6.17
"6406",6.17
"6407",6.17
"6408",6.17
"6409",6.17
"6410",6.17
"6411",6.17
"6412",6.22
"6413",6.22
"6414",6.22
"6415",6.22
"6416",6.22
"6417",6.22
"6418",6.22
"6419",6.22
"6420",6.22
"6421",6.22
"6422",6.22
"6423",5.39
"6424",5.39
"6425",5.39
"6426",5.38
"6427",5.38
"6428",5.43
"6429",5.43
"6430",5.43
"6431",5.43
"6432",5.43
"6433",5.43
"6434",5.38
"6435",5.43
"6436",5.38
"6437",5.38
"6438",5.38
"6439",5.38
"6440",5.38
"6441",5.38
"6442",4.67
"6443",4.67
"6444",4.72
"6445",4.82
"6446",4.92
"6447",4.92
"6448",5.63
"6449",4.87
"6450",4.82
"6451",4.77
"6452",5.48
"6453",5.43
"6454",4.72
"6455",4.72
"6456",5.43
"6457",5.43
"6458",4.72
"6459",4.67
"6460",5.38
"6461",5.38
"6462",5.38
"6463",5.38
"6464",5.38
"6465",5.34
"6466",5.34
"6467",5.34
"6468",5.34
"6469",5.29
"6470",5.29
"6471",5.29
"6472",5.29
"6473",5.29
"6474",5.29
"6475",5.29
"6476",5.29
"6477",5.29
"6478",5.29
"6479",5.29
"6480",5.29
"6481",5.29
"6482",5.29
"6483",5.29
"6484",5.29
"6485",5.29
"6486",5.29
"6487",5.29
"6488",5.29
"6489",5.29
"6490",5.29
"6491",5.29
"6492",5.33
"6493",5.33
"6494",5.33
"6495",5.33
"6496",5.33
"6497",5.33
"6498",5.33
"6499",5.33
"6500",5.38
"6501",4.67
"6502",4.67
"6503",4.67
"6504",4.67
"6505",4.67
"6506",4.67
"6507",4.72
"6508",4.67
"6509",4.72
"6510",4.72
"6511",4.72
"6512",4.72
"6513",4.72
"6514",4.72
"6515",4.72
"6516",4.12
"6517",4.17
"6518",4.72
"6519",4.77
"6520",4.77
"6521",4.76
"6522",5.43
"6523",5.43
"6524",5.38
"6525",5.38
"6526",5.33
"6527",5.33
"6528",5.38
"6529",5.38
"6530",4.72
"6531",5.43
"6532",5.43
"6533",4.72
"6534",5.43
"6535",5.43
"6536",5.43
"6537",5.43
"6538",5.43
"6539",5.43
"6540",5.43
"6541",5.43
"6542",5.43
"6543",5.43
"6544",5.43
"6545",5.43
"6546",5.43
"6547",6.26
"6548",6.26
"6549",5.43
"6550",5.38
"6551",5.38
"6552",5.38
"6553",5.38
"6554",5.38
"6555",5.38
"6556",4.62
"6557",4.62
"6558",6.16
"6559",4.62
"6560",5.33
"6561",5.29
"6562",5.29
"6563",5.29
"6564",5.29
"6565",4.58
"6566",4.58
"6567",4.58
"6568",4.58
"6569",4.53
"6570",4.53
"6571",4.53
"6572",4.53
"6573",4.53
"6574",4.53
"6575",4.53
"6576",4.53
"6577",4.53
"6578",4.53
"6579",4.53
"6580",4.53
"6581",4.53
"6582",4.53
"6583",4.53
"6584",4.53
"6585",4.53
"6586",4.53
"6587",4.53
"6588",4.53
"6589",4.57
"6590",4.67
"6591",4.71
"6592",4.11
"6593",4.11
"6594",4.07
"6595",4.67
"6596",4.66
"6597",4.6
"6598",4.59
"6599",4.57
"6600",4.56
"6601",4.55
"6602",4.59
"6603",4.58
"6604",4.57
"6605",5.24
"6606",5.23
"6607",5.22
"6608",5.2
"6609",5.23
"6610",6.01
"6611",6
"6612",5.98
"6613",5.97
"6614",5.95
"6615",6.85
"6616",6.83
"6617",6.82
"6618",6.8
"6619",6.83
"6620",6.81
"6621",6.8
"6622",6.78
"6623",6.76
"6624",6.74
"6625",6.73
"6626",6.71
"6627",6.74
"6628",6.72
"6629",6.71
"6630",6.69
"6631",6.67
"6632",6.71
"6633",6.69
"6634",6.67
"6635",6.6
"6636",6.59
"6637",6.57
"6638",6.6
"6639",6.59
"6640",6.57
"6641",6.6
"6642",6.54
"6643",6.52
"6644",6.5
"6645",6.49
"6646",6.47
"6647",6.45
"6648",6.44
"6649",5.59
"6650",5.57
"6651",6.39
"6652",6.37
"6653",6.36
"6654",6.34
"6655",6.28
"6656",6.26
"6657",6.24
"6658",6.23
"6659",5.4
"6660",6.15
"6661",6.13
"6662",6.11
"6663",6.1
"6664",6.08
"6665",6.07
"6666",5.21
"6667",5.19
"6668",6.02
"6669",5.22
"6670",5.2
"6671",5.14
"6672",5.13
"6673",5.17
"6674",5.15
"6675",5.14
"6676",5.13
"6677",5.11
"6678",5.1
"6679",5.09
"6680",5.08
"6681",5.06
"6682",5
"6683",4.99
"6684",4.97
"6685",4.96
"6686",4.95
"6687",4.94
"6688",5.72
"6689",5.71
"6690",5.69
"6691",5.68
"6692",5.66
"6693",5.65
"6694",5.63
"6695",5.62
"6696",4.92
"6697",4.9
"6698",5.62
"6699",5.6
"6700",5.59
"6701",5.57
"6702",5.56
"6703",5.55
"6704",5.53
"6705",5.52
"6706",5.5
"6707",5.49
"6708",5.53
"6709",5.51
"6710",5.5
"6711",5.49
"6712",5.47
"6713",5.46
"6714",5.45
"6715",5.43
"6716",6.22
"6717",6.21
"6718",6.19
"6719",6.18
"6720",6.16
"6721",5.35
"6722",5.39
"6723",5.37
"6724",5.31
"6725",5.35
"6726",5.34
"6727",6.1
"6728",6.09
"6729",6.07
"6730",6.06
"6731",6.04
"6732",5.26
"6733",5.24
"6734",6
"6735",6.03
"6736",6.02
"6737",5.95
"6738",5.94
"6739",5.97
"6740",5.96
"6741",5.94
"6742",5.93
"6743",5.92
"6744",5.11
"6745",5.09
"6746",5.08
"6747",5.07
"6748",5.06
"6749",5.04
"6750",5.03
"6751",5.02
"6752",5.74
"6753",5.72
"6754",5.71
"6755",4.92
"6756",5.63
"6757",5.61
"6758",4.89
"6759",4.87
"6760",4.86
"6761",4.85
"6762",5.5
"6763",5.48
"6764",4.77
"6765",5.45
"6766",4.74
"6767",5.43
"6768",5.41
"6769",5.35
"6770",5.34
"6771",5.27
"6772",5.22
"6773",5.16
"6774",5.09
"6775",5.04
"6776",5.03
"6777",4.97
"6778",4.96
"6779",4.94
"6780",4.92
"6781",4.87
"6782",4.86
"6783",4.88
"6784",4.87
"6785",4.95
"6786",5.03
"6787",5.06
"6788",5.1
"6789",5.14
"6790",5.12
"6791",5.11
"6792",5.86
"6793",5.09
"6794",5.83
"6795",5.86
"6796",5.85
"6797",5.08
"6798",5.07
"6799",5.11
"6800",5.1
"6801",5.09
"6802",5.07
"6803",5.8
"6804",5.05
"6805",5.77
"6806",5.75
"6807",5.69
"6808",5.63
"6809",5.61
"6810",5.65
"6811",5.63
"6812",5.67
"6813",5.66
"6814",5.69
"6815",5.68
"6816",5.66
"6817",5.65
"6818",5.64
"6819",5.67
"6820",5.66
"6821",5.64
"6822",5.63
"6823",5.62
"6824",5.6
"6825",5.59
"6826",5.58
"6827",5.61
"6828",5.6
"6829",5.59
"6830",5.57
"6831",5.56
"6832",5.6
"6833",5.58
"6834",5.47
"6835",5.41
"6836",6.33
"6837",5.53
"6838",5.52
"6839",5.5
"6840",5.49
"6841",5.48
"6842",5.42
"6843",6.17
"6844",5.39
"6845",5.38
"6846",6.13
"6847",5.3
"6848",5.29
"6849",5.28
"6850",5.26
"6851",5.25
"6852",5.24
"6853",5.17
"6854",5.15
"6855",5.14
"6856",5.13
"6857",5.12
"6858",5.1
"6859",5.09
"6860",5.08
"6861",5.07
"6862",5.06
"6863",4.43
"6864",4.42
"6865",4.41
"6866",5.01
"6867",4.39
"6868",4.38
"6869",4.37
"6870",4.36
"6871",4.35
"6872",4.94
"6873",4.92
"6874",4.91
"6875",4.9
"6876",4.89
"6877",4.88
"6878",4.28
"6879",4.27
"6880",4.84
"6881",4.83
"6882",4.82
"6883",4.28
"6884",4.27
"6885",4.26
"6886",4.82
"6887",4.81
"6888",4.8
"6889",4.79
"6890",4.21
"6891",4.2
"6892",4.19
"6893",4.75
"6894",4.79
"6895",4.78
"6896",4.77
"6897",4.76
"6898",4.75
"6899",4.73
"6900",4.72
"6901",4.71
"6902",4.76
"6903",4.75
"6904",4.74
"6905",4.73
"6906",4.72
"6907",4.7
"6908",4.69
"6909",4.68
"6910",5.3
"6911",4.66
"6912",4.65
"6913",4.64
"6914",4.63
"6915",4.62
"6916",4.61
"6917",4.6
"6918",4.59
"6919",5.19
"6920",5.18
"6921",5.17
"6922",4.55
"6923",4.54
"6924",4.53
"6925",5.12
"6926",4.51
"6927",5.1
"6928",5.09
"6929",5.08
"6930",5.06
"6931",5.05
"6932",4.45
"6933",4.44
"6934",5.02
"6935",4.42
"6936",4.41
"6937",4.4
"6938",3.91
"6939",4.96
"6940",4.89
"6941",4.88
"6942",4.29
"6943",4.28
"6944",4.27
"6945",4.27
"6946",4.21
"6947",4.76
"6948",4.19
"6949",4.74
"6950",4.73
"6951",4.72
"6952",4.71
"6953",4.69
"6954",4.68
"6955",4.67
"6956",4.66
"6957",4.65
"6958",4.59
"6959",4.58
"6960",4.57
"6961",4.56
"6962",4.55
"6963",4.54
"6964",4.53
"6965",4.52
"6966",4.46
"6967",4.45
"6968",4.43
"6969",4.42
"6970",4.46
"6971",4.4
"6972",4.39
"6973",4.38
"6974",4.37
"6975",4.98
"6976",4.96
"6977",4.95
"6978",4.94
"6979",4.93
"6980",4.92
"6981",4.9
"6982",5.65
"6983",5.64
"6984",5.62
"6985",5.61
"6986",5.6
"6987",5.58
"6988",5.57
"6989",5.56
"6990",4.85
"6991",4.84
"6992",5.51
"6993",5.5
"6994",5.49
"6995",5.47
"6996",5.46
"6997",5.45
"6998",5.48
"6999",5.47
"7000",6.25
"7001",6.23
"7002",6.22
"7003",6.2
"7004",7.1
"7005",7.08
"7006",7.06
"7007",6.14
"7008",6.13
"7009",7.01
"7010",6.99
"7011",6.97
"7012",6.96
"7013",6.99
"7014",6.97
"7015",6.96
"7016",6.94
"7017",6.92
"7018",7.92
"7019",6.89
"7020",6.87
"7021",6.85
"7022",6.89
"7023",6.87
"7024",6.85
"7025",6.84
"7026",7.82
"7027",7.8
"7028",6.79
"7029",6.77
"7030",6.7
"7031",6.69
"7032",6.67
"7033",6.65
"7034",6.64
"7035",6.62
"7036",5.77
"7037",6.53
"7038",6.51
"7039",6.5
"7040",6.48
"7041",5.59
"7042",4.88
"7043",5.56
"7044",5.5
"7045",5.49
"7046",5.47
"7047",5.46
"7048",5.4
"7049",6.19
"7050",6.17
"7051",6.15
"7052",6.09
"7053",6.07
"7054",6.06
"7055",6.04
"7056",6.03
"7057",6.01
"7058",6
"7059",5.93
"7060",5.92
"7061",5.9
"7062",5.89
"7063",5.87
"7064",5.86
"7065",5.84
"7066",5.83
"7067",5.81
"7068",5.8
"7069",5.02
"7070",5.01
"7071",5.75
"7072",5.74
"7073",5.72
"7074",5.71
"7075",5.69
"7076",5.68
"7077",5.66
"7078",5.65
"7079",5.63
"7080",4.88
"7081",4.87
"7082",4.86
"7083",5.58
"7084",5.56
"7085",5.55
"7086",5.53
"7087",5.52
"7088",5.51
"7089",5.49
"7090",5.48
"7091",5.46
"7092",5.5
"7093",5.49
"7094",6.3
"7095",6.28
"7096",6.27
"7097",6.25
"7098",6.24
"7099",6.22
"7100",7.15
"7101",7.13
"7102",7.17
"7103",7.15
"7104",7.13
"7105",7.11
"7106",6.16
"7107",6.19
"7108",7.11
"7109",7.09
"7110",7.07
"7111",7.05
"7112",7.03
"7113",7.02
"7114",7
"7115",8.09
"7116",8.07
"7117",8.05
"7118",6.98
"7119",6.96
"7120",7.98
"7121",6.93
"7122",6.91
"7123",7.92
"7124",7.9
"7125",7.88
"7126",7.86
"7127",7.84
"7128",7.82
"7129",7.8
"7130",6.77
"7131",6.75
"7132",6.74
"7133",6.72
"7134",6.65
"7135",6.64
"7136",5.76
"7137",6.6
"7138",5.73
"7139",6.52
"7140",6.5
"7141",6.49
"7142",6.47
"7143",6.45
"7144",6.44
"7145",6.42
"7146",5.52
"7147",6.34
"7148",6.32
"7149",6.3
"7150",6.29
"7151",6.27
"7152",6.26
"7153",6.24
"7154",6.22
"7155",6.21
"7156",6.19
"7157",6.18
"7158",6.16
"7159",6.15
"7160",6.13
"7161",6.11
"7162",6.1
"7163",6.08
"7164",6.07
"7165",6.05
"7166",6.04
"7167",6.02
"7168",6.01
"7169",5.99
"7170",6.03
"7171",6.01
"7172",5.99
"7173",5.98
"7174",5.96
"7175",5.95
"7176",5.93
"7177",5.92
"7178",5.9
"7179",5.89
"7180",5.91
"7181",5.9
"7182",6.77
"7183",6.75
"7184",6.73
"7185",6.72
"7186",6.7
"7187",6.68
"7188",5.8
"7189",5.78
"7190",6.63
"7191",6.61
"7192",6.6
"7193",6.63
"7194",6.56
"7195",6.6
"7196",6.58
"7197",6.56
"7198",6.55
"7199",7.51
"7200",6.51
"7201",6.5
"7202",6.48
"7203",6.47
"7204",6.45
"7205",6.43
"7206",7.38
"7207",6.35
"7208",7.29
"7209",7.32
"7210",7.25
"7211",6.29
"7212",6.27
"7213",6.26
"7214",6.24
"7215",6.22
"7216",6.21
"7217",7.12
"7218",6.18
"7219",7.04
"7220",7.02
"7221",7
"7222",6.98
"7223",5.26
"7224",6.04
"7225",5.19
"7226",5.18
"7227",5.16
"7228",5.11
"7229",4.44
"7230",5.85
"7231",5.79
"7232",5.01
"7233",5.76
"7234",4.98
"7235",5.73
"7236",5.66
"7237",5.65
"7238",4.88
"7239",4.87
"7240",4.86
"7241",4.84
"7242",4.83
"7243",4.82
"7244",4.76
"7245",4.8
"7246",4.78
"7247",4.77
"7248",4.76
"7249",4.75
"7250",4.73
"7251",4.11
"7252",4.1
"7253",4.09
"7254",4.08
"7255",4.07
"7256",4.06
"7257",4.05
"7258",3.99
"7259",4.03
"7260",4.57
"7261",4.6
"7262",4.54
"7263",4.53
"7264",5.22
"7265",4.51
"7266",4.5
"7267",5.23
"7268",5.21
"7269",5.2
"7270",5.99
"7271",5.97
"7272",5.96
"7273",5.94
"7274",5.93
"7275",5.91
"7276",5.9
"7277",5.88
"7278",5.86
"7279",5.9
"7280",5.88
"7281",5.87
"7282",5.85
"7283",5.84
"7284",5.82
"7285",6.71
"7286",6.68
"7287",6.66
"7288",7.73
"7289",7.71
"7290",7.69
"7291",7.67
"7292",7.65
"7293",7.63
"7294",8.79
"7295",7.59
"7296",7.57
"7297",7.55
"7298",8.7
"7299",8.73
"7300",8.7
"7301",8.68
"7302",8.66
"7303",8.64
"7304",9.93
"7305",8.59
"7306",8.62
"7307",8.6
"7308",8.62
"7309",8.6
"7310",8.58
"7311",8.56
"7312",8.54
"7313",8.52
"7314",9.78
"7315",8.47
"7316",8.45
"7317",8.43
"7318",8.41
"7319",8.39
"7320",8.31
"7321",7.2
"7322",8.27
"7323",8.25
"7324",7.14
"7325",8.21
"7326",7.05
"7327",7.04
"7328",7.02
"7329",8.07
"7330",6.98
"7331",8.03
"7332",6.9
"7333",5.96
"7334",6.86
"7335",6.84
"7336",7.88
"7337",7.86
"7338",7.84
"7339",7.82
"7340",9
"7341",8.98
"7342",8.91
"7343",8.88
"7344",8.86
"7345",8.84
"7346",8.81
"7347",7.61
"7348",7.59
"7349",7.57
"7350",7.55
"7351",7.53
"7352",8.68
"7353",8.65
"7354",8.63
"7355",8.61
"7356",8.59
"7357",8.56
"7358",8.54
"7359",8.52
"7360",8.5
"7361",8.48
"7362",8.45
"7363",9.74
"7364",9.71
"7365",9.74
"7366",9.71
"7367",9.69
"7368",9.66
"7369",9.64
"7370",9.61
"7371",9.59
"7372",8.29
"7373",8.26
"7374",7.14
"7375",7.12
"7376",7.15
"7377",7.13
"7378",8.21
"7379",8.19
"7380",8.17
"7381",8.14
"7382",8.16
"7383",8.14
"7384",8.07
"7385",8.1
"7386",9.31
"7387",9.29
"7388",9.26
"7389",9.24
"7390",9.22
"7391",9.19
"7392",9.22
"7393",9.2
"7394",9.17
"7395",9.15
"7396",9.13
"7397",9.1
"7398",9.08
"7399",10.43
"7400",10.4
"7401",10.37
"7402",10.35
"7403",10.32
"7404",10.29
"7405",10.27
"7406",8.9
"7407",8.87
"7408",10.19
"7409",8.83
"7410",10.14
"7411",8.78
"7412",8.71
"7413",10.01
"7414",9.99
"7415",8.64
"7416",8.62
"7417",8.6
"7418",8.58
"7419",8.51
"7420",9.78
"7421",8.46
"7422",8.44
"7423",9.66
"7424",9.63
"7425",9.61
"7426",9.58
"7427",9.56
"7428",9.49
"7429",9.47
"7430",9.45
"7431",8.16
"7432",9.4
"7433",8.11
"7434",8.09
"7435",8.07
"7436",8.05
"7437",7.98
"7438",7.96
"7439",7.94
"7440",7.83
"7441",6.69
"7442",6.63
"7443",6.61
"7444",6.55
"7445",5.62
"7446",5.68
"7447",5.72
"7448",6.65
"7449",6.63
"7450",6.61
"7451",6.6
"7452",6.63
"7453",6.61
"7454",7.58
"7455",7.61
"7456",7.59
"7457",7.57
"7458",7.55
"7459",7.53
"7460",7.51
"7461",7.49
"7462",7.47
"7463",7.45
"7464",7.48
"7465",7.46
"7466",8.6
"7467",8.62
"7468",8.56
"7469",8.53
"7470",8.5
"7471",8.48
"7472",8.46
"7473",8.43
"7474",8.46
"7475",9.69
"7476",8.37
"7477",8.4
"7478",8.38
"7479",8.35
"7480",8.33
"7481",8.31
"7482",8.29
"7483",8.27
"7484",8.25
"7485",8.22
"7486",9.47
"7487",9.44
"7488",9.47
"7489",9.45
"7490",9.42
"7491",9.4
"7492",8.13
"7493",9.35
"7494",9.32
"7495",9.3
"7496",9.28
"7497",9.25
"7498",9.28
"7499",9.21
"7500",9.23
"7501",9.21
"7502",9.18
"7503",9.16
"7504",9.14
"7505",9.11
"7506",9.09
"7507",9.02
"7508",7.8
"7509",7.78
"7510",8.95
"7511",7.74
"7512",7.72
"7513",7.65
"7514",7.63
"7515",7.66
"7516",7.69
"7517",7.62
"7518",7.6
"7519",7.53
"7520",7.46
"7521",7.44
"7522",7.38
"7523",7.36
"7524",7.34
"7525",6.33
"7526",5.41
"7527",6.24
"7528",6.23
"7529",6.21
"7530",6.24
"7531",6.23
"7532",6.21
"7533",6.2
"7534",7.1
"7535",6.16
"7536",6.15
"7537",6.12
"7538",5.28
"7539",5.27
"7540",4.55
"7541",4.54
"7542",5.23
"7543",5.21
"7544",5.2
"7545",5.18
"7546",5.17
"7547",5.96
"7548",5.95
"7549",5.93
"7550",5.12
"7551",4.43
"7552",5.09
"7553",5.08
"7554",5.12
"7555",5.89
"7556",5.87
"7557",5.86
"7558",5.84
"7559",5.83
"7560",5.81
"7561",5.8
"7562",5.78
"7563",5.72
"7564",5.7
"7565",6.54
"7566",6.56
"7567",6.54
"7568",5.64
"7569",6.51
"7570",6.54
"7571",6.52
"7572",6.51
"7573",6.54
"7574",6.52
"7575",6.51
"7576",6.49
"7577",6.47
"7578",6.46
"7579",6.48
"7580",6.46
"7581",6.45
"7582",6.43
"7583",6.41
"7584",6.4
"7585",6.38
"7586",6.36
"7587",6.35
"7588",6.29
"7589",6.27
"7590",6.26
"7591",6.28
"7592",6.27
"7593",6.25
"7594",6.23
"7595",6.22
"7596",6.2
"7597",6.19
"7598",6.17
"7599",7.1
"7600",6.14
"7601",7.06
"7602",7.04
"7603",7.02
"7604",7.01
"7605",6.99
"7606",6.97
"7607",6.95
"7608",6.93
"7609",6.92
"7610",6.9
"7611",6.88
"7612",6.86
"7613",6.85
"7614",6.83
"7615",5.91
"7616",5.89
"7617",5.88
"7618",5.09
"7619",4.43
"7620",4.37
"7621",5
"7622",4.99
"7623",4.98
"7624",4.97
"7625",4.95
"7626",4.94
"7627",4.93
"7628",5.66
"7629",5.65
"7630",4.89
"7631",5.62
"7632",5.6
"7633",5.59
"7634",5.58
"7635",5.56
"7636",5.55
"7637",5.53
"7638",5.52
"7639",5.5
"7640",5.49
"7641",5.48
"7642",5.46
"7643",5.45
"7644",5.43
"7645",6.25
"7646",6.24
"7647",6.22
"7648",6.2
"7649",6.19
"7650",6.22
"7651",6.21
"7652",6.19
"7653",6.17
"7654",5.35
"7655",6.14
"7656",6.13
"7657",6.11
"7658",6.1
"7659",6.13
"7660",6.11
"7661",7.03
"7662",7.01
"7663",6.99
"7664",6.97
"7665",6.95
"7666",6.02
"7667",6.01
"7668",6.04
"7669",6.03
"7670",6.01
"7671",6
"7672",5.98
"7673",5.96
"7674",6.9
"7675",6.88
"7676",6.86
"7677",6.84
"7678",5.94
"7679",5.93
"7680",5.91
"7681",5.9
"7682",5.93
"7683",5.92
