"","x"
"12293",3.43
"12294",3.43
"12295",3.43
"12296",3.43
"12297",3.43
"12298",3.39
"12299",3.43
"12300",3.39
"12301",3.43
"12302",3.39
"12303",3.39
"12304",3.43
"12305",2.93
"12306",3.39
"12307",3.39
"12308",3.39
"12309",2.89
"12310",2.86
"12311",3.35
"12312",3.35
"12313",2.82
"12314",2.82
"12315",2.82
"12316",2.79
"12317",2.78
"12318",2.34
"12319",2.34
"12320",2.3
"12321",2.3
"12322",2.24
"12323",2.24
"12324",2.24
"12325",2.21
"12326",2.21
"12327",2.18
"12328",2.18
"12329",2.15
"12330",2.15
"12331",2.15
"12332",1.78
"12333",1.78
"12334",1.78
"12335",1.75
"12336",1.75
"12337",1.75
"12338",1.75
"12339",1.75
"12340",1.75
"12341",2.08
"12342",2.08
"12343",2.08
"12344",2.08
"12345",2.11
"12346",2.11
"12347",2.11
"12348",2.14
"12349",2.14
"12350",2.14
"12351",2.17
"12352",2.17
"12353",2.61
"12354",2.61
"12355",2.64
"12356",2.64
"12357",2.64
"12358",2.67
"12359",2.67
"12360",3.19
"12361",3.19
"12362",3.19
"12363",3.23
"12364",3.23
"12365",3.23
"12366",3.26
"12367",3.25
"12368",3.25
"12369",2.76
"12370",2.79
"12371",2.79
"12372",2.79
"12373",2.79
"12374",2.79
"12375",2.79
"12376",2.79
"12377",3.32
"12378",3.32
"12379",3.32
"12380",3.35
"12381",3.35
"12382",3.35
"12383",3.35
"12384",3.35
"12385",3.39
"12386",3.39
"12387",3.38
"12388",3.38
"12389",3.97
"12390",3.42
"12391",3.97
"12392",3.38
"12393",3.38
"12394",3.96
"12395",3.38
"12396",3.38
"12397",3.38
"12398",3.38
"12399",3.34
"12400",3.34
"12401",3.34
"12402",3.34
"12403",3.31
"12404",3.31
"12405",3.31
"12406",3.31
"12407",3.3
"12408",3.26
"12409",2.78
"12410",2.78
"12411",2.74
"12412",2.74
"12413",2.71
"12414",2.71
"12415",2.67
"12416",2.67
"12417",2.64
"12418",2.64
"12419",2.61
"12420",2.61
"12421",2.61
"12422",2.58
"12423",2.58
"12424",2.55
"12425",2.14
"12426",2.14
"12427",2.14
"12428",2.11
"12429",2.11
"12430",2.11
"12431",2.11
"12432",1.78
"12433",1.78
"12434",1.75
"12435",1.75
"12436",1.78
"12437",2.11
"12438",2.11
"12439",2.11
"12440",2.11
"12441",2.11
"12442",2.14
"12443",2.14
"12444",2.14
"12445",2.14
"12446",2.57
"12447",2.57
"12448",2.57
"12449",2.57
"12450",2.6
"12451",2.6
"12452",2.63
"12453",2.63
"12454",2.66
"12455",3.14
"12456",3.14
"12457",3.14
"12458",3.18
"12459",3.18
"12460",3.18
"12461",3.18
"12462",3.18
"12463",3.21
"12464",3.21
"12465",3.24
"12466",3.24
"12467",3.27
"12468",3.23
"12469",3.27
"12470",2.79
"12471",2.79
"12472",3.3
"12473",3.3
"12474",3.3
"12475",3.3
"12476",3.3
"12477",3.3
"12478",3.3
"12479",3.34
"12480",3.3
"12481",3.3
"12482",3.34
"12483",3.34
"12484",3.34
"12485",3.91
"12486",3.91
"12487",3.29
"12488",3.29
"12489",3.87
"12490",3.87
"12491",3.87
"12492",3.87
"12493",3.87
"12494",3.26
"12495",3.83
"12496",3.26
"12497",3.22
"12498",3.79
"12499",3.79
"12500",3.19
"12501",3.19
"12502",3.19
"12503",3.16
"12504",3.16
"12505",2.64
"12506",3.12
"12507",2.63
"12508",2.6
"12509",2.57
"12510",2.57
"12511",2.54
"12512",2.54
"12513",2.54
"12514",2.51
"12515",2.11
"12516",2.48
"12517",2.48
"12518",2.45
"12519",2.45
"12520",2.45
"12521",2.02
"12522",2.02
"12523",2.02
"12524",2.02
"12525",2.02
"12526",2
"12527",2
"12528",2
"12529",2
"12530",2.02
"12531",2.41
"12532",2.39
"12533",2.41
"12534",2.41
"12535",2.41
"12536",2.41
"12537",2.41
"12538",2.44
"12539",2.44
"12540",2.44
"12541",2.47
"12542",2.47
"12543",2.5
"12544",2.5
"12545",2.53
"12546",2.53
"12547",3.03
"12548",3.03
"12549",3.06
"12550",3.06
"12551",3.09
"12552",3.09
"12553",3.13
"12554",3.13
"12555",3.13
"12556",3.13
"12557",3.16
"12558",3.16
"12559",3.16
"12560",3.19
"12561",3.19
"12562",3.19
"12563",3.19
"12564",3.23
"12565",3.79
"12566",3.23
"12567",3.82
"12568",3.82
"12569",3.82
"12570",3.29
"12571",3.29
"12572",3.29
"12573",3.29
"12574",3.33
"12575",3.33
"12576",3.33
"12577",3.33
"12578",3.33
"12579",3.9
"12580",3.89
"12581",3.33
"12582",3.89
"12583",3.33
"12584",3.89
"12585",3.85
"12586",3.85
"12587",3.29
"12588",3.28
"12589",3.28
"12590",3.85
"12591",3.24
"12592",3.81
"12593",3.24
"12594",3.21
"12595",2.74
"12596",3.17
"12597",3.17
"12598",3.17
"12599",3.14
"12600",3.14
"12601",3.14
"12602",2.64
"12603",3.11
"12604",2.59
"12605",2.59
"12606",2.56
"12607",2.56
"12608",2.53
"12609",2.5
"12610",2.97
"12611",2.47
"12612",2.47
"12613",2.44
"12614",2.44
"12615",2.41
"12616",2.41
"12617",2.41
"12618",2.38
"12619",2.38
"12620",2.38
"12621",2.36
"12622",2.36
"12623",1.97
"12624",1.97
"12625",1.97
"12626",1.97
"12627",2.36
"12628",2.35
"12629",1.96
"12630",1.96
"12631",1.96
"12632",1.96
"12633",1.98
"12634",1.98
"12635",1.98
"12636",1.98
"12637",1.98
"12638",2.01
"12639",2.01
"12640",2.04
"12641",2.04
"12642",2.04
"12643",2.07
"12644",2.46
"12645",2.49
"12646",2.49
"12647",2.49
"12648",2.52
"12649",2.52
"12650",2.52
"12651",2.55
"12652",2.55
"12653",2.54
"12654",2.54
"12655",2.57
"12656",2.57
"12657",2.57
"12658",2.61
"12659",2.57
"12660",3.08
"12661",3.08
"12662",3.11
"12663",3.11
"12664",3.11
"12665",2.67
"12666",2.67
"12667",2.67
"12668",3.14
"12669",3.14
"12670",3.17
"12671",3.17
"12672",3.17
"12673",3.17
"12674",3.2
"12675",3.2
"12676",3.2
"12677",3.76
"12678",3.76
"12679",3.76
"12680",3.2
"12681",3.76
"12682",3.73
"12683",3.2
"12684",3.17
"12685",3.17
"12686",3.17
"12687",3.17
"12688",3.17
"12689",3.13
"12690",3.13
"12691",3.12
"12692",3.12
"12693",3.09
"12694",2.63
"12695",2.63
"12696",3.06
"12697",2.6
"12698",2.56
"12699",2.56
"12700",2.53
"12701",2.53
"12702",2.5
"12703",2.46
"12704",2.46
"12705",2.43
"12706",2.43
"12707",2.4
"12708",2.4
"12709",1.99
"12710",2.37
"12711",1.96
"12712",1.96
"12713",1.96
"12714",1.94
"12715",1.94
"12716",1.91
"12717",1.91
"12718",1.91
"12719",1.9
"12720",1.9
"12721",1.9
"12722",1.9
"12723",1.9
"12724",1.93
"12725",1.9
"12726",1.87
"12727",1.9
"12728",1.9
"12729",1.9
"12730",1.9
"12731",1.9
"12732",1.93
"12733",1.93
"12734",1.95
"12735",1.95
"12736",1.95
"12737",1.95
"12738",1.98
"12739",1.67
"12740",1.7
"12741",1.69
"12742",1.72
"12743",1.72
"12744",1.72
"12745",2.07
"12746",2.1
"12747",2.1
"12748",2.1
"12749",2.13
"12750",2.12
"12751",2.15
"12752",2.15
"12753",2.15
"12754",2.53
"12755",2.57
"12756",2.57
"12757",2.57
"12758",2.57
"12759",2.57
"12760",2.57
"12761",2.57
"12762",2.57
"12763",2.57
"12764",2.6
"12765",2.6
"12766",3.06
"12767",3.06
"12768",3.06
"12769",3.09
"12770",3.06
"12771",3.06
"12772",3.06
"12773",3.06
"12774",3.05
"12775",3.05
"12776",3.02
"12777",3.02
"12778",3.02
"12779",3.02
"12780",3.02
"12781",2.52
"12782",2.52
"12783",2.52
"12784",2.49
"12785",2.49
"12786",2.46
"12787",2.46
"12788",2.05
"12789",2.05
"12790",2.43
"12791",2.02
"12792",2.02
"12793",2.02
"12794",1.99
"12795",1.99
"12796",1.99
"12797",1.96
"12798",1.96
"12799",1.93
"12800",1.91
"12801",1.91
"12802",1.88
"12803",1.88
"12804",1.85
"12805",1.85
"12806",1.83
"12807",1.83
"12808",1.8
"12809",1.8
"12810",1.8
"12811",1.77
"12812",1.77
"12813",1.75
"12814",1.75
"12815",1.75
"12816",1.75
"12817",1.75
"12818",1.75
"12819",1.75
"12820",1.72
"12821",1.72
"12822",2.1
"12823",2.1
"12824",2.1
"12825",2.1
"12826",2.1
"12827",2.1
"12828",2.1
"12829",2.12
"12830",2.12
"12831",2.12
"12832",2.14
"12833",2.14
"12834",2.16
"12835",2.16
"12836",2.19
"12837",2.21
"12838",2.21
"12839",2.24
"12840",2.24
"12841",2.27
"12842",2.27
"12843",2.29
"12844",2.29
"12845",2.29
"12846",2.29
"12847",2.32
"12848",2.32
"12849",2.8
"12850",2.8
"12851",2.8
"12852",2.38
"12853",2.38
"12854",2.41
"12855",2.4
"12856",2.43
"12857",2.43
"12858",2.46
"12859",2.46
"12860",2.49
"12861",2.49
"12862",2.49
"12863",2.53
"12864",2.56
"12865",2.56
"12866",2.56
"12867",2.56
"12868",2.56
"12869",2.56
"12870",2.56
"12871",2.56
"12872",2.56
"12873",2.56
"12874",2.53
"12875",2.98
"12876",2.53
"12877",2.49
"12878",2.49
"12879",2.46
"12880",2.45
"12881",2.45
"12882",2.05
"12883",2.39
"12884",2.02
"12885",2.36
"12886",2.36
"12887",2.33
"12888",1.96
"12889",1.93
"12890",1.9
"12891",1.9
"12892",1.88
"12893",1.85
"12894",1.82
"12895",1.82
"12896",1.49
"12897",1.46
"12898",1.46
"12899",1.44
"12900",1.73
"12901",1.7
"12902",1.7
"12903",1.68
"12904",1.37
"12905",1.35
"12906",1.35
"12907",1.35
"12908",1.33
"12909",1.33
"12910",1.33
"12911",1.33
"12912",1.33
"12913",1.33
"12914",1.33
"12915",1.33
"12916",1.33
"12917",1.33
"12918",1.33
"12919",1.33
"12920",1.33
"12921",1.35
"12922",1.35
"12923",1.35
"12924",1.37
"12925",1.14
"12926",1.14
"12927",1.16
"12928",1.39
"12929",1.42
"12930",1.42
"12931",1.44
"12932",1.43
"12933",1.45
"12934",1.48
"12935",1.5
"12936",1.5
"12937",1.53
"12938",1.53
"12939",1.56
"12940",1.56
"12941",1.58
"12942",1.58
"12943",1.61
"12944",1.61
"12945",1.64
"12946",1.94
"12947",1.94
"12948",1.67
"12949",1.97
"12950",2
"12951",2
"12952",2.03
"12953",2.03
"12954",2.03
"12955",2.03
"12956",2.06
"12957",2.06
"12958",2.06
"12959",2.09
"12960",2.09
"12961",2.09
"12962",2.09
"12963",2.09
"12964",2.09
"12965",2.09
"12966",2.09
"12967",2.09
"12968",2.08
"12969",2.08
"12970",2.08
"12971",2.05
"12972",2.05
"12973",2.05
"12974",2.02
"12975",2.02
"12976",1.99
"12977",1.99
"12978",1.99
"12979",1.96
"12980",1.93
"12981",1.93
"12982",1.6
"12983",1.87
"12984",1.55
"12985",1.85
"12986",1.52
"12987",1.82
"12988",1.49
"12989",1.49
"12990",1.47
"12991",1.74
"12992",1.72
"12993",1.42
"12994",1.4
"12995",1.4
"12996",1.37
"12997",1.35
"12998",1.33
"12999",1.33
"13000",1.31
"13001",1.09
"13002",1.29
"13003",1.29
"13004",1.05
"13005",1.05
"13006",1.27
"13007",1.27
"13008",1.27
"13009",1.27
"13010",1.27
"13011",1.25
"13012",1.25
"13013",1.26
"13014",1.25
"13015",1.25
"13016",1.25
"13017",1.25
"13018",1.26
"13019",1.26
"13020",1.58
"13021",1.6
"13022",1.6
"13023",1.64
"13024",1.64
"13025",1.66
"13026",1.69
"13027",1.69
"13028",1.71
"13029",1.71
"13030",1.76
"13031",1.84
"13032",1.62
"13033",1.94
"13034",1.94
"13035",1.91
"13036",2
"13037",1.97
"13038",2.03
"13039",2.03
"13040",2.1
"13041",2.1
"13042",2.1
"13043",2.16
"13044",2.06
"13045",2.06
"13046",2.42
"13047",2.1
"13048",2.1
"13049",2.1
"13050",2.1
"13051",1.8
"13052",1.8
"13053",1.83
"13054",2.13
"13055",2.16
"13056",2.16
"13057",2.16
"13058",2.16
"13059",2.13
"13060",2.16
"13061",2.16
"13062",2.2
"13063",2.2
"13064",2.2
"13065",2.15
"13066",2.15
"13067",2.15
"13068",2.09
"13069",2.09
"13070",2.05
"13071",2.05
"13072",2.02
"13073",2.02
"13074",1.99
"13075",1.99
"13076",1.96
"13077",1.96
"13078",1.96
"13079",1.93
"13080",1.9
"13081",1.61
"13082",1.87
"13083",1.58
"13084",1.84
"13085",1.53
"13086",1.5
"13087",1.28
"13088",1.76
"13089",1.45
"13090",1.41
"13091",1.39
"13092",1.39
"13093",1.37
"13094",1.34
"13095",1.32
"13096",1.32
"13097",1.09
"13098",1.07
"13099",1.07
"13100",1.05
"13101",0.85
"13102",0.85
"13103",0.83
"13104",0.83
"13105",0.66
"13106",0.83
"13107",0.83
"13108",0.83
"13109",0.83
"13110",0.85
"13111",0.85
"13112",0.85
"13113",0.87
"13114",0.87
"13115",0.89
"13116",0.91
"13117",0.91
"13118",0.93
"13119",0.93
"13120",0.96
"13121",0.96
"13122",1.18
"13123",1.2
"13124",1.2
"13125",1.23
"13126",1.25
"13127",1.25
"13128",1.28
"13129",1.28
"13130",1.31
"13131",1.1
"13132",1.12
"13133",1.12
"13134",1.12
"13135",1.15
"13136",1.15
"13137",1.15
"13138",1.15
"13139",1.35
"13140",1.35
"13141",1.38
"13142",1.18
"13143",1.38
"13144",1.41
"13145",1.21
"13146",1.21
"13147",1.21
"13148",1.21
"13149",1.24
"13150",1.44
"13151",1.44
"13152",1.47
"13153",1.47
"13154",1.47
"13155",1.47
"13156",1.47
"13157",1.5
"13158",1.5
"13159",1.5
"13160",1.5
"13161",1.47
"13162",1.47
"13163",1.47
"13164",1.47
"13165",1.47
"13166",1.47
"13167",1.44
"13168",1.44
"13169",1.44
"13170",1.65
"13171",1.62
"13172",1.41
"13173",1.41
"13174",1.38
"13175",1.38
"13176",1.58
"13177",1.35
"13178",1.35
"13179",1.35
"13180",1.32
"13181",1.3
"13182",1.3
"13183",1.27
"13184",1.24
"13185",1.24
"13186",1.22
"13187",1.19
"13188",1.19
"13189",1.39
"13190",1.66
"13191",2.41
"13192",2.92
"13193",3.53
"13194",4.22
"13195",4.22
"13196",4.2
"13197",4.2
"13198",4.2
"13199",4.2
"13200",3.48
"13201",2.85
"13202",2.34
"13203",1.91
"13204",1.56
"13205",1.56
"13206",1.56
"13207",1.3
"13208",1.26
"13209",1.28
"13210",1.09
"13211",1.11
"13212",1.11
"13213",1.14
"13214",0.96
"13215",0.94
"13216",0.96
"13217",0.98
"13218",1.01
"13219",1.03
"13220",1.03
"13221",1.06
"13222",1.06
"13223",0.93
"13224",1.09
"13225",1.11
"13226",1.11
"13227",1.11
"13228",1.14
"13229",1.14
"13230",1.14
"13231",0.98
"13232",0.98
"13233",1.01
"13234",1.01
"13235",1.01
"13236",1.03
"13237",1.03
"13238",1.06
"13239",1.06
"13240",1.06
"13241",1.06
"13242",0.98
"13243",0.98
"13244",0.98
"13245",1.01
"13246",1.01
"13247",1.12
"13248",1.12
"13249",1.15
"13250",1.15
"13251",1.19
"13252",1.19
"13253",1.35
"13254",1.35
"13255",1.35
"13256",1.35
"13257",1.31
"13258",1.51
"13259",1.75
"13260",2
"13261",1.71
"13262",2
"13263",1.99
"13264",1.99
"13265",1.99
"13266",1.99
"13267",1.99
"13268",1.96
"13269",1.96
"13270",1.96
"13271",1.93
"13272",1.93
"13273",1.9
"13274",1.87
"13275",1.87
"13276",1.84
"13277",1.53
"13278",1.5
"13279",1.5
"13280",1.48
"13281",1.45
"13282",1.42
"13283",1.42
"13284",1.37
"13285",1.17
"13286",1.15
"13287",1.33
"13288",1.13
"13289",1.1
"13290",0.88
"13291",0.88
"13292",0.88
"13293",0.86
"13294",0.7
"13295",0.68
"13296",0.68
"13297",0.68
"13298",0.66
"13299",0.82
"13300",0.82
"13301",0.82
"13302",0.8
"13303",0.82
"13304",1.01
"13305",1.01
"13306",1.01
"13307",1.03
"13308",1.03
"13309",1.05
"13310",1.05
"13311",1.07
"13312",1.07
"13313",1.09
"13314",1.09
"13315",1.12
"13316",1.16
"13317",1.16
"13318",1.19
"13319",1.19
"13320",1.41
"13321",1.41
"13322",1.41
"13323",1.44
"13324",1.44
"13325",1.47
"13326",1.47
"13327",1.29
"13328",1.29
"13329",1.32
"13330",1.32
"13331",1.35
"13332",1.38
"13333",1.38
"13334",1.38
"13335",1.41
"13336",1.41
"13337",1.41
"13338",1.41
"13339",1.41
"13340",1.41
"13341",1.44
"13342",1.44
"13343",1.41
"13344",1.44
"13345",1.43
"13346",1.43
"13347",1.43
"13348",1.46
"13349",1.66
"13350",1.66
"13351",1.66
"13352",1.66
"13353",1.66
"13354",1.66
"13355",1.63
"13356",1.63
"13357",1.63
"13358",1.63
"13359",1.91
"13360",1.6
"13361",1.88
"13362",1.6
"13363",1.6
"13364",1.57
"13365",1.57
"13366",1.57
"13367",1.57
"13368",1.57
"13369",1.54
"13370",1.54
"13371",1.54
"13372",1.54
"13373",1.54
"13374",1.51
"13375",1.51
"13376",1.48
"13377",1.48
"13378",1.26
"13379",1.46
"13380",1.43
"13381",1.4
"13382",1.4
"13383",1.4
"13384",1.38
"13385",1.38
"13386",1.15
"13387",1.15
"13388",1.13
"13389",1.13
"13390",1.13
"13391",1.11
"13392",1.11
"13393",1.1
"13394",1.1
"13395",1.1
"13396",1.07
"13397",1.27
"13398",1.27
"13399",1.25
"13400",1.25
"13401",1.25
"13402",1.25
"13403",1.27
"13404",1.27
"13405",1.3
"13406",1.32
"13407",1.34
"13408",1.37
"13409",1.39
"13410",1.42
"13411",1.47
"13412",1.47
"13413",1.47
"13414",1.5
"13415",1.53
"13416",1.53
"13417",1.8
"13418",1.83
"13419",1.83
"13420",1.83
"13421",1.86
"13422",2.19
"13423",2.19
"13424",2.19
"13425",2.19
"13426",2.22
"13427",2.22
"13428",1.89
"13429",1.89
"13430",2.22
"13431",1.89
"13432",2.25
"13433",2.25
"13434",2.25
"13435",2.25
"13436",2.25
"13437",2.28
"13438",2.28
"13439",2.28
"13440",2.28
"13441",2.28
"13442",2.32
"13443",2.32
"13444",2.32
"13445",2.32
"13446",2.72
"13447",2.72
"13448",2.72
"13449",2.72
"13450",2.68
"13451",2.27
"13452",2.68
"13453",2.24
"13454",2.65
"13455",2.24
"13456",2.65
"13457",2.21
"13458",2.21
"13459",2.18
"13460",2.18
"13461",2.15
"13462",2.15
"13463",2.12
"13464",2.12
"13465",2.09
"13466",2.09
"13467",1.73
"13468",1.71
"13469",1.68
"13470",1.64
"13471",1.98
"13472",1.62
"13473",1.59
"13474",1.59
"13475",1.57
"13476",1.55
"13477",1.55
"13478",1.52
"13479",1.5
"13480",1.5
"13481",1.81
"13482",1.79
"13483",1.79
"13484",1.77
"13485",1.77
"13486",1.77
"13487",1.75
"13488",1.75
"13489",1.75
"13490",1.75
"13491",1.74
"13492",1.74
"13493",1.74
"13494",1.74
"13495",1.74
"13496",1.74
"13497",2.14
"13498",2.15
"13499",2.15
"13500",2.15
"13501",2.17
"13502",2.17
"13503",2.19
"13504",2.21
"13505",2.23
"13506",2.25
"13507",2.28
"13508",2.3
"13509",2.32
"13510",2.32
"13511",2.35
"13512",2.37
"13513",2.85
"13514",2.88
"13515",2.88
"13516",2.88
"13517",2.42
"13518",2.42
"13519",2.42
"13520",2.44
"13521",2.44
"13522",2.47
"13523",2.47
"13524",2.47
"13525",2.47
"13526",2.5
"13527",2.5
"13528",2.1
"13529",2.13
"13530",2.13
"13531",2.16
"13532",2.16
"13533",2.16
"13534",2.19
"13535",2.19
"13536",2.19
"13537",2.59
"13538",2.58
"13539",2.58
"13540",2.58
"13541",2.58
"13542",2.18
"13543",2.58
"13544",2.18
"13545",2.58
"13546",2.18
"13547",2.15
"13548",2.15
"13549",2.15
"13550",2.12
"13551",2.15
"13552",2.15
"13553",2.09
"13554",2.09
"13555",1.73
"13556",2.06
"13557",2.03
"13558",1.7
"13559",1.68
"13560",1.65
"13561",1.62
"13562",1.6
"13563",1.57
"13564",1.29
"13565",1.27
"13566",1.24
"13567",1.5
"13568",1.22
"13569",1.2
"13570",1.18
"13571",1.16
"13572",1.42
"13573",1.4
"13574",1.4
"13575",1.13
"13576",1.13
"13577",1.11
"13578",1.11
"13579",1.1
"13580",1.1
"13581",1.1
"13582",1.1
"13583",1.08
"13584",1.08
"13585",1.08
"13586",1.08
"13587",1.08
"13588",1.08
"13589",1.08
"13590",1.33
"13591",1.33
"13592",1.08
"13593",1.08
"13594",1.08
"13595",1.08
"13596",1.35
"13597",1.35
"13598",1.36
"13599",1.36
"13600",1.38
"13601",1.7
"13602",1.71
"13603",1.73
"13604",1.73
"13605",1.73
"13606",1.75
"13607",1.77
"13608",1.79
"13609",1.81
"13610",1.81
"13611",1.84
"13612",1.86
"13613",1.88
"13614",1.88
"13615",1.91
"13616",1.93
"13617",1.93
"13618",1.93
"13619",1.96
"13620",2.01
"13621",2.01
"13622",1.99
"13623",2.4
"13624",2.4
"13625",2.03
"13626",2.03
"13627",2.06
"13628",2.93
"13629",2.93
"13630",2.96
"13631",2.96
"13632",2.96
"13633",2.96
"13634",2.96
"13635",2.99
"13636",2.96
"13637",2.96
"13638",2.96
"13639",2.93
"13640",2.93
"13641",2.9
"13642",2.9
"13643",2.89
"13644",2.89
"13645",2.89
"13646",2.39
"13647",2.39
"13648",2.39
"13649",2.37
"13650",2.34
"13651",2.34
"13652",2.31
"13653",1.9
"13654",1.9
"13655",1.86
"13656",1.84
"13657",1.84
"13658",1.82
"13659",1.79
"13660",1.79
"13661",1.77
"13662",1.43
"13663",1.43
"13664",1.41
"13665",1.41
"13666",1.73
"13667",1.71
"13668",1.71
"13669",1.71
"13670",1.37
"13671",1.37
"13672",1.36
"13673",1.36
"13674",1.34
"13675",1.33
"13676",1.33
"13677",1.06
"13678",0.86
"13679",0.86
"13680",0.86
"13681",0.85
"13682",0.85
"13683",0.85
"13684",0.66
"13685",0.66
"13686",0.66
"13687",0.85
"13688",0.65
"13689",0.65
"13690",0.66
"13691",0.84
"13692",0.84
"13693",0.85
"13694",0.85
"13695",0.85
"13696",1.08
"13697",1.08
"13698",1.09
"13699",1.09
"13700",1.1
"13701",1.11
"13702",1.13
"13703",1.13
"13704",1.17
"13705",1.42
"13706",1.44
"13707",1.46
"13708",1.49
"13709",1.51
"13710",1.51
"13711",1.53
"13712",1.56
"13713",1.56
"13714",1.58
"13715",1.89
"13716",1.61
"13717",1.95
"13718",1.64
"13719",1.66
"13720",1.97
"13721",2
"13722",2
"13723",2.03
"13724",2.06
"13725",2.06
"13726",2.09
"13727",2.09
"13728",2.12
"13729",2.12
"13730",2.12
"13731",2.12
"13732",2.12
"13733",2.12
"13734",2.12
"13735",2.09
"13736",2.09
"13737",2.09
"13738",2.09
"13739",2.09
"13740",2.06
"13741",2.06
"13742",2.06
"13743",2.06
"13744",2.03
"13745",2.02
"13746",1.99
"13747",1.68
"13748",1.96
"13749",1.65
"13750",1.63
"13751",1.6
"13752",1.91
"13753",1.57
"13754",1.55
"13755",1.52
"13756",1.5
"13757",1.5
"13758",1.48
"13759",1.44
"13760",1.42
"13761",1.42
"13762",1.4
"13763",1.38
"13764",1.68
"13765",1.36
"13766",1.34
"13767",1.65
"13768",1.65
"13769",1.63
"13770",1.63
"13771",1.62
"13772",1.62
"13773",1.3
"13774",1.28
"13775",1.28
"13776",1.04
"13777",1.04
"13778",1.28
"13779",1.27
"13780",1.27
"13781",1.27
"13782",1.27
"13783",1.27
"13784",1.27
"13785",1.27
"13786",1.27
"13787",1.27
"13788",1.27
"13789",1.27
"13790",1.27
"13791",1.27
"13792",1.58
"13793",1.59
"13794",1.59
"13795",1.61
"13796",1.61
"13797",1.62
"13798",1.64
"13799",1.65
"13800",1.69
"13801",1.71
"13802",1.41
"13803",1.43
"13804",1.46
"13805",1.46
"13806",1.26
"13807",1.26
"13808",1.29
"13809",1.31
"13810",1.46
"13811",1.48
"13812",1.26
"13813",1.5
"13814",1.29
"13815",1.53
"13816",1.31
"13817",1.31
"13818",1.31
"13819",1.34
"13820",1.34
"13821",1.37
"13822",1.37
"13823",1.37
"13824",1.39
"13825",1.39
"13826",1.37
"13827",1.39
"13828",1.37
"13829",1.39
"13830",1.63
"13831",1.37
"13832",1.61
"13833",1.61
"13834",1.6
"13835",1.57
"13836",1.57
"13837",1.54
"13838",1.31
"13839",1.54
"13840",1.52
"13841",1.52
"13842",1.52
"13843",1.49
"13844",1.49
"13845",1.47
"13846",1.45
"13847",1.22
"13848",1.73
"13849",1.17
"13850",1.4
"13851",1.36
"13852",1.36
"13853",1.34
"13854",1.32
"13855",1.08
"13856",1.06
"13857",1.06
"13858",1.28
"13859",1.26
"13860",1.02
"13861",1.25
"13862",1.24
"13863",1.22
"13864",0.98
"13865",0.97
"13866",0.97
"13867",0.97
"13868",0.96
"13869",0.96
"13870",0.96
"13871",0.96
"13872",0.74
"13873",0.74
"13874",0.94
"13875",0.94
"13876",0.94
"13877",0.94
"13878",0.93
"13879",0.93
"13880",0.93
"13881",0.93
"13882",0.93
"13883",0.93
"13884",0.93
"13885",0.93
"13886",0.93
"13887",0.93
"13888",1.15
"13889",1.15
"13890",0.92
"13891",1.15
"13892",1.15
"13893",1.14
"13894",1.14
"13895",1.14
"13896",1.14
"13897",1.14
"13898",1.13
"13899",1.13
"13900",0.9
"13901",0.9
"13902",0.9
"13903",0.91
"13904",1.05
"13905",1.1
"13906",1.14
"13907",1.39
"13908",1.18
"13909",1.21
"13910",1.45
"13911",1.47
"13912",1.47
"13913",1.5
"13914",1.52
"13915",1.29
"13916",1.55
"13917",1.55
"13918",1.58
"13919",1.58
"13920",1.58
"13921",1.6
"13922",1.6
"13923",1.6
"13924",1.6
"13925",1.6
"13926",1.58
"13927",1.6
"13928",1.91
"13929",1.6
"13930",1.6
"13931",1.88
"13932",1.88
"13933",1.88
"13934",1.58
"13935",1.85
"13936",1.82
"13937",1.82
"13938",1.82
"13939",1.8
"13940",1.77
"13941",1.47
"13942",1.75
"13943",1.75
"13944",1.43
"13945",1.7
"13946",1.38
"13947",1.36
"13948",1.66
"13949",1.33
"13950",1.31
"13951",1.29
"13952",1.28
"13953",1.26
"13954",1.25
"13955",1.22
"13956",1.21
"13957",1.18
"13958",1.17
"13959",1.15
"13960",1.14
"13961",1.13
"13962",1.12
"13963",1.11
"13964",1.1
"13965",0.87
"13966",0.86
"13967",0.86
"13968",0.86
"13969",0.86
"13970",0.85
"13971",0.85
"13972",0.85
"13973",0.85
"13974",1.08
"13975",1.08
"13976",1.08
"13977",1.08
"13978",1.07
"13979",1.08
"13980",1.08
"13981",1.08
"13982",1.08
"13983",1.08
"13984",1.09
"13985",1.09
"13986",1.1
"13987",1.1
"13988",1.1
"13989",1.43
"13990",1.45
"13991",1.47
"13992",1.5
"13993",1.51
"13994",1.54
"13995",1.55
"13996",1.58
"13997",1.6
"13998",1.62
"13999",1.66
"14000",1.68
"14001",1.68
"14002",1.71
"14003",1.73
"14004",1.43
"14005",1.75
"14006",1.75
"14007",1.78
"14008",1.78
"14009",1.5
"14010",1.5
"14011",1.5
"14012",1.53
"14013",1.53
"14014",1.56
"14015",1.56
"14016",1.56
"14017",1.58
"14018",1.58
"14019",1.58
"14020",1.88
"14021",1.88
"14022",1.88
"14023",1.88
"14024",1.87
"14025",1.87
"14026",1.87
"14027",1.85
"14028",1.87
"14029",1.85
"14030",1.85
"14031",1.82
"14032",1.82
"14033",1.82
"14034",1.79
"14035",1.77
"14036",1.77
"14037",1.77
"14038",1.74
"14039",1.72
"14040",1.72
"14041",1.7
"14042",1.67
"14043",1.67
"14044",1.35
